NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,confidence
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1427,CCOC(N)=O,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1426,NC(N)=O,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1424,O=c1cc[nH]c(=O)[nH]1,1.0
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9218,CCc1ccc(Br)cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9211,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,1.0
0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,,,TOX12520,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9217,CCCOCC(C)O,0.2887438225621141
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX14365,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24819,O=C([O-])c1cc(C(=O)O)cc(S(=O)(=O)O)c1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24812,COC(C)CCO,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20657,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28513,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,1.0
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TOX25149,CCC1(C2=NCCN2)Cc2ccccc2O1,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX17565,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,1.0
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25147,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25145,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,1.0
0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,,0.0,,TOX25144,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,0.022344288068289572
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25141,CN(C)CCOC(=O)COc1ccc(Cl)cc1,1.0
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TOX25140,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,0.027330771148994713
0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX1121,N=C(N)NC(=N)NCCc1ccccc1,1.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX18700,COc1cc([N+](=O)[O-])ccc1N,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4449,C=CCNC(N)=S,0.13932011562873417
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX7116,C[Si](Cl)(c1ccccc1)c1ccccc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7113,CC(C)C(O)C(C)(C)CO,1.0
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX24760,Cl[Nd](Cl)Cl,0.1886615493960806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24762,CCO[Si](CCC1CCC2OC2C1)(OCC)OCC,0.3127462819347956
0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24763,CCOC(=O)c1ccc(N(C)C)cc1,0.18277160243093568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24764,CC(C)C(=O)OCCc1ccccc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24765,CC(=O)OCC=Cc1ccccc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24767,OCCc1ccccn1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1848,CCNc1cccc(C)c1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1847,c1ccc(Oc2ccccc2)cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1841,CNc1ccccc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1843,N#Cc1ccccn1,1.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX23938,O=C(O)c1ccccc1C(=O)OCc1ccccc1,1.0
0.0,0.0,1.0,1.0,,0.0,,,0.0,,,,TOX18877,COc1ccccc1NC(=O)c1cc2ccccc2cc1O,1.0
0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,,0.0,TOX18876,O=C(Oc1ccccc1)c1ccc2ccccc2c1O,1.0
,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,TOX18875,COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX7388,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,0.3148805932192685
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6676,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,1.0
0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,TOX15163,COc1ccc(OC)c(OC)c1,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX348,O=c1ccc2ccccc2o1,0.08158488248656184
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX349,COc1ccc(N)c(C)c1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21270,CC(=O)OCCC(C)CC(C)(C)C,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX340,[Co+2],1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX347,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,1.0
0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,TOX344,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.08016018778375172
0.0,,,,,1.0,,,1.0,1.0,,0.0,TOX345,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Cu+2],1.0
0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29069,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29064,Cc1nc2ccccc2s1,1.0
0.0,,,,,,,,0.0,,1.0,1.0,TOX29065,N#Cc1c2ccccc2cc2ccccc12,1.0
0.0,0.0,,,0.0,0.0,,1.0,0.0,,1.0,,TOX29066,O=CC=C(c1ccccc1)c1ccccc1,1.0
0.0,,0.0,,0.0,,0.0,0.0,1.0,,,,TOX29067,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,1.0
0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,TOX29061,CCC1(c2cnc[nH]2)Cc2ccccc2C1,0.0582044433679116
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29063,CCCn1cc[n+](C)c1,0.030814449214548144
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25606,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,0.040868992963303145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1654,O=C(O)CCCC(=O)O,1.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,1.0,,,TOX11089,O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX8666,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,1.0
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1657,CC(=O)c1ccc(C(C)=O)cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX8663,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24369,CN(C)c1ccncc1,1.0
0.0,,0.0,,,0.0,,,,,,,TOX22570,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,1.0
0.0,,0.0,,,,,1.0,0.0,1.0,,,TOX14223,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX17626,O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TOX5279,C=C(C#N)C(=O)OCC,1.0
0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX27309,Cc1c(-c2cccnc2)c2ccccc2n1CCCCC(=O)O,1.0
0.0,0.0,0.0,0.0,,,,1.0,0.0,,0.0,,TOX27308,O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1,0.014996962806054587
0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,,,TOX27307,Cc1oc(-c2ccccc2)nc1CCOc1cccc2c1ccn2CCC(=O)O,1.0
0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27306,Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1ccc(O)c2c1CCC2,0.034151389810064395
0.0,,1.0,,,0.0,,,0.0,,,1.0,TOX27304,NC(=O)N1C(=O)C(C(=O)c2cc(Cl)cs2)c2cc(F)c(Cl)cc21,0.09151089136496428
0.0,0.0,,,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,TOX27303,NC(=O)N(O)[C@@H]1C=C[C@H](Oc2cccc(Oc3ccc(F)cc3)c2)C1,0.10812323477112527
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX541,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX20653,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX20656,CC(C)C(Br)C(=O)NC(N)=O,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX543,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX1483,O=CCc1ccccc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26438,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,0.09750372706256302
0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,TOX26439,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26435,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,0.003440225216727395
1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26433,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0.02222144564291968
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX27135,Cc1ccccc1S,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX27131,CC(C)=CCOC(=O)c1ccccc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27420,COc1cc(CCC(C)=O)ccc1O,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26051,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,1.0
,,,,,,,0.0,,0.0,,,TOX26403,N[C@H](C(=O)O)c1ccc(O)cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26054,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,1.0
0.0,0.0,,,,0.0,,,,,,,TOX26507,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1212,O=C(O)c1ccc(O)c(O)c1,1.0
0.0,,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX1214,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX29088,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,0.10651276340488933
1.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,,TOX1217,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1.0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,TOX1219,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.32487625533299375
,,,,,,,,,0.0,,,TOX31547,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,1.0
,,,,,,,0.0,,0.0,,,TOX31544,O=C(CCCl)NCc1ccccc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26059,COc1ccc(/C=C/C(=O)O)cc1,1.0
,,,,,,,0.0,,0.0,,,TOX31545,CC(C)CCCC(C)NCCC(C)C,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7328,O=S(=O)([O-])CO,1.0
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,TOX7323,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,1.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX7320,O=[N+]([O-])c1ccc([O-])cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX7321,O=S(=O)([O-])c1ccc(O)cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21529,CC(=O)Nc1ccc(S(N)(=O)=O)cc1,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4598,O=C(OCc1ccccc1)c1ccccc1O,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,TOX4599,c1ccc(CSCc2ccccc2)cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4597,O=C(Cc1ccccc1)OCc1ccccc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX24489,CC(=O)C(Cl)C(=O)N(C)C,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28651,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,1.0
1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28652,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX13649,COC(=O)CC#N,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24486,CC(C)NC(=O)NC(C)C,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24375,C=CCOCC(O)CO,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24374,CC(=O)c1ccc(C)cc1,1.0
0.0,0.0,1.0,,,0.0,,1.0,0.0,,,,TOX17730,O=C(O)c1cc(O)c2ccccc2c1O,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24370,CCCCNc1ccccc1,0.12124184651803044
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27935,FC(F)(F)c1ccc(Cl)cc1Cl,1.0
0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,,TOX27936,Oc1ccc(Sc2ccc(O)cc2)cc1,1.0
0.0,,,,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,TOX27937,O=C(c1ccc(O)cc1)c1ccc(Cl)cc1,1.0
0.0,0.0,,0.0,1.0,1.0,,,0.0,0.0,1.0,,TOX17739,Oc1ccc(Nc2ccccc2)cc1,1.0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,1.0,0.0,TOX27932,O=C(c1ccc(O)cc1)c1ccc(O)c(O)c1O,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24378,CCCCC(CC)COC(=O)CC#N,1.0
0.0,0.0,1.0,0.0,,0.0,,,0.0,1.0,1.0,1.0,TOX6181,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,1.0
,,,,,,,,,0.0,,,TOX31018,Cc1cc(O)c(C)c(C)c1O,1.0
,,,,,,,1.0,,0.0,,,TOX2749,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,0.07709110272188832
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,TOX2743,O=NN(CCCl)C(=O)NCCCl,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2741,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25685,CC1(c2ccccc2)OC(C(=O)O)=CC1=O,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25680,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,1.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25682,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25683,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX25689,O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1,0.040002650472710455
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX647,O=Cc1ccco1,1.0
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX646,c1ccoc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3113,COc1ccccc1O,1.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,TOX2562,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5240,C=CC1CO1,0.09242237044102988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX2565,C=CCN1C(=O)C(CC(C)C)NC1=S,0.066739789388298
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX648,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0.20316388466359941
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,TOX3169,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5113,CC(C)CC(C)N,1.0
,,,,,,,0.0,,0.0,,,TOX3163,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3166,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX12516,CCCCCCCCSCCO,0.025016413358351395
0.0,1.0,0.0,,1.0,0.0,,0.0,1.0,0.0,1.0,1.0,TOX12514,O=Cc1ccccc1C=O,1.0
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,TOX25359,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,0.025966896135377383
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12513,Cc1cc(C)n(CO)n1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX6536,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,TOX25420,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25350,NCC1CCC(C(=O)O)CC1,0.051115857792473796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25351,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22436,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22437,COC(=O)Nc1ccc(Cl)c(Cl)c1,1.0
0.0,,0.0,0.0,0.0,,,,0.0,,0.0,1.0,TOX16467,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1,1.0
0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,,,1.0,TOX423,O=C/C(Cl)=C(/Cl)C(=O)O,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX421,Cl[C@H]1OCCO[C@@H]1Cl,0.33325766369339843
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX420,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,1.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX427,Nc1cc(Cl)c(N)c(Cl)c1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX426,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,1.0
0.0,0.0,1.0,1.0,,,0.0,,0.0,1.0,1.0,,TOX425,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,1.0
0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,TOX424,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX428,O=C(O)C(Cl)Cl,1.0
0.0,,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,TOX28654,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX4359,Oc1cc(Cl)c(Cl)cc1Cl,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7916,CCC(C)(CCC(C)C)C(=O)O,0.14433048175826232
,,,,,,,0.0,,0.0,,,TOX23747,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1,0.2786042119280605
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX15209,O=c1[nH]c(=O)c2c[nH]nc2[nH]1,1.0
