ID	Split	Source
mol_1248	train	assigned
mol_1249	train	assigned
mol_1250	train	assigned
mol_1251	val	sampled
mol_1252	val	assigned
mol_1253	train	assigned
mol_1254	train	assigned
mol_1255	train	assigned
mol_1256	train	assigned
mol_1257	train	assigned
mol_1258	train	assigned
mol_1259	val	assigned
mol_1260	train	assigned
mol_1261	train	sampled
mol_1262	train	assigned
mol_1263	test	sampled
mol_1264	train	assigned
mol_1265	val	assigned
mol_1266	val	assigned
mol_1267	train	assigned
mol_1268	train	sampled
mol_1269	train	sampled
mol_1270	val	assigned
mol_1271	test	assigned
mol_1272	val	assigned
mol_1273	train	assigned
mol_1274	train	sampled
mol_1275	train	assigned
mol_1276	val	assigned
mol_1277	train	assigned
mol_1278	test	assigned
mol_1279	train	assigned
mol_1280	val	assigned
mol_1281	train	sampled
mol_1282	val	assigned
mol_1283	train	sampled
mol_1284	train	sampled
mol_1285	train	assigned
mol_1286	train	assigned
mol_1287	train	assigned
mol_1288	val	assigned
mol_1289	train	assigned
mol_1290	val	sampled
mol_1291	train	assigned
mol_1292	train	assigned
mol_1293	train	assigned
mol_1294	train	assigned
mol_1295	val	assigned
mol_1296	train	assigned
mol_1297	train	assigned
mol_1298	train	sampled
mol_1299	train	sampled
mol_1300	train	assigned
mol_1301	train	sampled
mol_1302	train	assigned
mol_1303	train	sampled
mol_1304	val	sampled
mol_1305	train	assigned
mol_1306	train	assigned
mol_1307	test	assigned
mol_1308	train	assigned
mol_1309	train	assigned
mol_1310	train	assigned
mol_1311	val	assigned
mol_1312	train	assigned
mol_1313	train	assigned
mol_1314	train	sampled
mol_1315	train	sampled
mol_1316	train	assigned
mol_1317	train	assigned
mol_1318	train	sampled
mol_1319	train	assigned
mol_1320	val	sampled
mol_1321	train	assigned
mol_1322	train	assigned
mol_1323	test	assigned
mol_1324	test	assigned
mol_1325	test	assigned
mol_1326	val	sampled
mol_1327	train	assigned
mol_1328	val	sampled
mol_1329	val	assigned
mol_1330	train	assigned
mol_1331	test	assigned
mol_1332	train	assigned
mol_1333	train	assigned
mol_1334	train	sampled
mol_1335	test	sampled
mol_1336	test	assigned
mol_1337	train	assigned
mol_1338	train	sampled
mol_1339	train	assigned
mol_1340	train	sampled
mol_1341	train	sampled
mol_1342	train	assigned
mol_1343	train	sampled
mol_1344	train	sampled
mol_1345	val	assigned
mol_1346	train	assigned
mol_1347	train	assigned
mol_1348	val	assigned
mol_1349	train	assigned
mol_1350	train	assigned
mol_1351	val	sampled
mol_1352	train	sampled
mol_1353	train	assigned
mol_1354	train	assigned
mol_1355	train	assigned
mol_1356	test	assigned
mol_1357	train	assigned
mol_1358	train	sampled
mol_1359	train	assigned
mol_1360	train	assigned
mol_1361	train	assigned
mol_1362	train	sampled
mol_1363	val	assigned
mol_1364	train	assigned
mol_1365	train	assigned
mol_1366	test	assigned
mol_1367	train	assigned
mol_1368	val	assigned
mol_1369	train	assigned
mol_1370	train	sampled
mol_1371	val	assigned
mol_1372	train	assigned
mol_1373	train	assigned
mol_1374	train	sampled
mol_1375	train	assigned
mol_1376	val	assigned
mol_1377	train	assigned
mol_1378	test	assigned
mol_1379	train	sampled
mol_1380	train	assigned
mol_1381	train	assigned
mol_1382	train	assigned
mol_1383	train	sampled
mol_1384	train	assigned
mol_1385	train	sampled
mol_1386	train	sampled
mol_1387	train	assigned
mol_1388	val	assigned
mol_1389	train	assigned
mol_1390	train	assigned
mol_1391	train	sampled
mol_1392	train	assigned
mol_1393	train	sampled
mol_1394	train	assigned
mol_1395	test	assigned
mol_1396	val	assigned
mol_1397	train	assigned
mol_1398	train	assigned
mol_1399	train	assigned
mol_1400	train	assigned
mol_1401	train	assigned
mol_1402	train	assigned
mol_1403	train	assigned
mol_1404	test	sampled
mol_1405	train	sampled
mol_1406	train	assigned
mol_1407	train	sampled
mol_1408	val	assigned
mol_1409	train	assigned
mol_1410	val	assigned
mol_1411	train	assigned
mol_1412	train	sampled
mol_1413	train	assigned
mol_1414	train	assigned
mol_1415	train	assigned
mol_1416	train	assigned
mol_1417	train	sampled
mol_1418	val	assigned
mol_1419	val	assigned
mol_1420	val	sampled
mol_1421	train	assigned
mol_1422	train	sampled
mol_1423	train	assigned
mol_1424	train	sampled
mol_1425	train	assigned
mol_1426	train	assigned
mol_1427	train	assigned
mol_1428	train	assigned
mol_1429	val	assigned
mol_1430	train	assigned
mol_1431	train	assigned
mol_1432	train	assigned
mol_1433	train	assigned
mol_1434	train	assigned
mol_1435	test	assigned
mol_1436	val	assigned
mol_1437	train	assigned
mol_1438	train	assigned
mol_1439	train	assigned
mol_1440	train	assigned
mol_1441	train	sampled
mol_1442	train	sampled
mol_1443	val	assigned
mol_1444	test	assigned
mol_1445	val	assigned
mol_1446	val	sampled
mol_1447	train	assigned
mol_1448	val	assigned
mol_1449	val	assigned
mol_1450	train	assigned
mol_1451	train	assigned
mol_1452	train	assigned
mol_1453	train	assigned
mol_1454	train	sampled
mol_1455	train	assigned
mol_1456	test	assigned
mol_1457	train	sampled
mol_1458	train	assigned
mol_1459	train	assigned
mol_1460	val	assigned
mol_1461	train	sampled
mol_1462	train	assigned
mol_1463	val	assigned
mol_1464	train	assigned
mol_1465	train	assigned
mol_1466	train	sampled
mol_1467	train	sampled
mol_1468	train	sampled
mol_1469	test	sampled
mol_1470	val	assigned
mol_1471	train	assigned
mol_1472	train	assigned
mol_1473	train	assigned
mol_1474	train	assigned
mol_1475	train	sampled
mol_1476	val	sampled
mol_1477	val	sampled
mol_1478	train	assigned
mol_1479	val	assigned
mol_1480	train	assigned
mol_1481	train	sampled
mol_1482	val	assigned
mol_1483	train	sampled
mol_1484	train	assigned
mol_1485	test	assigned
mol_1486	test	sampled
mol_1487	test	sampled
mol_1488	test	sampled
mol_1489	train	assigned
mol_1490	val	assigned
mol_1491	train	assigned
mol_1492	test	assigned
mol_1493	val	sampled
mol_1494	train	assigned
mol_1495	train	assigned
mol_1496	train	assigned
mol_1497	train	assigned
mol_1498	train	assigned
mol_1499	train	assigned
mol_1500	train	assigned
mol_1501	train	sampled
mol_1502	test	sampled
mol_1503	train	assigned
mol_1504	train	assigned
mol_1505	train	assigned
mol_1506	train	sampled
mol_1507	train	assigned
mol_1508	test	assigned
mol_1509	train	assigned
mol_1510	train	assigned
mol_1511	train	sampled
mol_1512	train	assigned
mol_1513	train	assigned
mol_1514	train	sampled
mol_1515	val	assigned
mol_1516	test	assigned
mol_1517	train	sampled
mol_1518	test	assigned
mol_1519	val	assigned
mol_1520	train	assigned
mol_1521	test	sampled
mol_1522	train	assigned
mol_1523	train	sampled
mol_1524	train	assigned
mol_1525	val	assigned
mol_1526	train	assigned
mol_1527	train	assigned
mol_1528	train	assigned
mol_1529	train	assigned
mol_1530	train	sampled
mol_1531	train	assigned
mol_1532	val	sampled
mol_1533	val	assigned
mol_1534	train	assigned
mol_1535	val	assigned
mol_1536	train	assigned
mol_1537	train	assigned
mol_1538	train	assigned
mol_1539	train	assigned
mol_1540	train	assigned
mol_1541	train	sampled
mol_1542	val	sampled
mol_1543	train	sampled
mol_1544	train	sampled
mol_1545	train	assigned
mol_1546	train	assigned
mol_1547	train	assigned
mol_1548	train	assigned
mol_1549	train	assigned
mol_1550	train	assigned
mol_1551	train	assigned
mol_1552	val	sampled
mol_1553	train	assigned
mol_1554	train	assigned
mol_1555	val	assigned
mol_1556	train	assigned
mol_1557	train	sampled
mol_1558	train	assigned
mol_1559	train	assigned
mol_1560	train	sampled
mol_1561	test	assigned
mol_1562	train	sampled
mol_1563	train	assigned
mol_1564	train	sampled
mol_1565	val	assigned
mol_1566	train	sampled
mol_1567	train	sampled
mol_1568	train	assigned
mol_1569	train	assigned
mol_1570	train	assigned
mol_1571	train	sampled
mol_1572	train	assigned
mol_1573	train	assigned
mol_1574	test	sampled
mol_1575	val	assigned
mol_1576	train	assigned
mol_1577	train	assigned
mol_1578	val	sampled
mol_1579	train	assigned
mol_1580	train	sampled
mol_1581	train	sampled
mol_1582	train	assigned
mol_1583	test	assigned
mol_1584	train	assigned
mol_1585	train	assigned
mol_1586	train	assigned
mol_1587	train	assigned
mol_1588	train	sampled
mol_1589	train	assigned
mol_1590	val	assigned
mol_1591	test	assigned
mol_1592	train	assigned
mol_1593	train	assigned
mol_1594	train	assigned
mol_1595	train	assigned
mol_1596	val	sampled
mol_1597	train	assigned
mol_1598	train	assigned
mol_1599	train	assigned
mol_1600	train	assigned
mol_1601	train	assigned
mol_1602	train	assigned
mol_1603	test	assigned
mol_1604	val	assigned
mol_1605	train	assigned
mol_1606	test	assigned
mol_1607	train	assigned
mol_1608	train	assigned
mol_1609	train	sampled
mol_1610	train	assigned
mol_1611	test	sampled
mol_1612	val	assigned
mol_1613	val	assigned
mol_1614	val	assigned
mol_1615	val	assigned
mol_1616	train	sampled
mol_1617	train	assigned
mol_1618	train	assigned
mol_1619	val	sampled
mol_1620	val	assigned
mol_1621	train	assigned
mol_1622	val	assigned
mol_1623	val	assigned
mol_1624	val	assigned
mol_1625	train	assigned
mol_1626	test	assigned
mol_1627	train	assigned
mol_1628	val	assigned
mol_1629	val	assigned
mol_1630	train	sampled
mol_1631	train	assigned
mol_1632	test	assigned
mol_1633	train	assigned
mol_1634	train	assigned
mol_1635	train	assigned
mol_1636	test	assigned
mol_1637	train	sampled
mol_1638	train	assigned
mol_1639	val	sampled
mol_1640	val	sampled
mol_1641	val	assigned
mol_1642	train	sampled
mol_1643	train	assigned
mol_1644	train	sampled
mol_1645	val	assigned
mol_1646	train	assigned
mol_1647	train	sampled
mol_1648	train	assigned
mol_1649	train	assigned
mol_1650	train	assigned
mol_1651	train	assigned
mol_1652	train	sampled
mol_1653	val	sampled
mol_1654	train	assigned
mol_1655	val	assigned
mol_1656	val	assigned
mol_1657	test	assigned
mol_1658	train	sampled
mol_1659	train	sampled
mol_1660	train	assigned
mol_1661	train	assigned
mol_1662	test	assigned
mol_1663	test	assigned
mol_1664	train	sampled
mol_1665	train	assigned
mol_1666	train	assigned
mol_1667	train	assigned
mol_1668	train	assigned
mol_1669	test	assigned
mol_1670	train	sampled
mol_1671	train	assigned
mol_1672	train	assigned
mol_1673	train	assigned
mol_1674	train	assigned
mol_1675	train	assigned
mol_1676	train	assigned
mol_1677	test	assigned
mol_1678	test	assigned
mol_1679	train	sampled
mol_1680	train	assigned
mol_1681	train	assigned
mol_1682	val	assigned
mol_1683	train	sampled
mol_1684	train	assigned
mol_1685	train	assigned
mol_1686	train	assigned
mol_1687	train	assigned
mol_1688	test	assigned
mol_1689	train	assigned
mol_1690	train	sampled
mol_1691	train	sampled
mol_1692	test	assigned
mol_1693	train	assigned
mol_1694	train	assigned
mol_1695	val	assigned
mol_1696	train	assigned
mol_1697	val	assigned
mol_1698	train	assigned
mol_1699	train	sampled
mol_1700	val	assigned
mol_1701	train	sampled
mol_1702	train	assigned
mol_1703	train	assigned
mol_1704	train	assigned
mol_1705	test	assigned
mol_1706	val	sampled
mol_1707	train	assigned
mol_1708	train	assigned
mol_1709	train	sampled
mol_1710	train	assigned
mol_1711	test	sampled
mol_1712	train	assigned
mol_1713	train	sampled
mol_1714	train	assigned
mol_1715	train	assigned
mol_1716	train	sampled
mol_1717	train	assigned
mol_1718	test	assigned
mol_1719	train	sampled
mol_1720	train	sampled
mol_1721	train	assigned
mol_1722	val	assigned
mol_1723	train	assigned
mol_1724	train	assigned
mol_1725	train	assigned
mol_1726	train	assigned
mol_1727	train	assigned
mol_1728	train	assigned
mol_1729	train	sampled
mol_1730	train	sampled
mol_1731	train	assigned
mol_1732	train	assigned
mol_1733	train	assigned
mol_1734	train	assigned
mol_1735	val	assigned
mol_1736	train	assigned
mol_1737	val	assigned
mol_1738	train	sampled
mol_1739	val	assigned
mol_1740	train	assigned
mol_1741	train	assigned
mol_1742	train	assigned
mol_1743	train	sampled
mol_1744	train	assigned
mol_1745	train	assigned
mol_1746	train	sampled
mol_1747	train	assigned
mol_1748	val	assigned
mol_1749	train	sampled
mol_1750	train	assigned
mol_1751	train	assigned
mol_1752	test	assigned
mol_1753	train	assigned
mol_1754	train	assigned
mol_1755	train	sampled
mol_1756	train	assigned
mol_1757	train	assigned
mol_1758	train	assigned
mol_1759	test	assigned
mol_1760	train	assigned
mol_1761	train	assigned
mol_1762	train	assigned
mol_1763	train	assigned
mol_1764	train	sampled
mol_1765	train	assigned
mol_1766	train	sampled
mol_1767	test	assigned
mol_1768	train	assigned
mol_1769	test	assigned
mol_1770	val	assigned
mol_1771	train	sampled
mol_1772	train	assigned
mol_1773	val	assigned
mol_1774	test	assigned
mol_1775	train	assigned
mol_1776	train	assigned
mol_1777	train	assigned
mol_1778	val	assigned
mol_1779	train	assigned
mol_1780	train	sampled
mol_1781	train	assigned
mol_1782	train	assigned
mol_1783	train	assigned
mol_1784	train	assigned
mol_1785	train	assigned
mol_1786	train	assigned
mol_1787	train	assigned
mol_1788	test	assigned
mol_1789	train	assigned
mol_1790	val	assigned
mol_1791	val	assigned
mol_1792	train	assigned
mol_1793	train	assigned
mol_1794	val	assigned
mol_1795	train	assigned
mol_1796	train	assigned
mol_1797	train	sampled
mol_1798	train	assigned
mol_1799	test	assigned
mol_1800	test	assigned
mol_1801	train	assigned
mol_1802	train	assigned
mol_1803	train	assigned
mol_1804	val	assigned
mol_1805	val	sampled
mol_1806	train	assigned
mol_1807	val	assigned
mol_1808	train	sampled
mol_1809	train	assigned
mol_1810	train	assigned
mol_1811	train	assigned
mol_1812	train	assigned
mol_1813	train	assigned
mol_1814	train	assigned
mol_1815	val	assigned
mol_1816	val	assigned
mol_1817	val	assigned
mol_1818	train	assigned
mol_1819	val	assigned
mol_1820	train	sampled
mol_1821	test	sampled
mol_1822	train	assigned
mol_1823	train	assigned
mol_1824	train	sampled
mol_1825	val	sampled
mol_1826	train	assigned
mol_1827	val	assigned
mol_1828	train	assigned
mol_1829	val	assigned
mol_1830	val	sampled
mol_1831	train	sampled
mol_1832	train	assigned
mol_1833	train	assigned
mol_1834	val	sampled
mol_1835	train	sampled
mol_1836	train	assigned
mol_1837	train	assigned
mol_1838	train	assigned
mol_1839	test	assigned
mol_1840	val	sampled
mol_1841	train	assigned
mol_1842	train	assigned
mol_1843	train	assigned
mol_1844	train	assigned
mol_1845	train	assigned
mol_1846	train	sampled
mol_1847	train	sampled
mol_1848	train	assigned
mol_1849	train	sampled
mol_1850	train	assigned
mol_1851	train	sampled
mol_1852	train	assigned
mol_1853	train	assigned
mol_1854	train	assigned
mol_1855	test	sampled
mol_1856	train	sampled
mol_1857	train	assigned
mol_1858	train	assigned
mol_1859	train	assigned
mol_1860	train	assigned
mol_1861	val	assigned
mol_1862	val	assigned
mol_1863	test	assigned
mol_1864	train	sampled
mol_1865	train	assigned
mol_1866	train	assigned
mol_1867	train	assigned
mol_1868	val	assigned
mol_1869	test	sampled
mol_1870	train	assigned
mol_1871	train	assigned
mol_1872	train	assigned
mol_1873	train	assigned
mol_1874	test	assigned
mol_1875	train	assigned
mol_1876	train	assigned
mol_1877	val	assigned
mol_1878	train	assigned
mol_1879	val	sampled
mol_1880	train	assigned
mol_1881	train	assigned
mol_1882	test	assigned
mol_1883	val	assigned
mol_1884	train	assigned
mol_1885	train	sampled
mol_1886	val	assigned
mol_1887	train	assigned
mol_1888	train	assigned
mol_1889	train	assigned
mol_1890	train	sampled
mol_1891	val	sampled
mol_1892	train	assigned
mol_1893	train	assigned
mol_1894	train	assigned
mol_1895	val	assigned
mol_1896	train	sampled
mol_1897	train	assigned
mol_1898	val	sampled
mol_1899	train	assigned
mol_1900	val	assigned
mol_1901	train	assigned
mol_1902	train	assigned
mol_1903	train	assigned
mol_1904	val	assigned
mol_1905	train	assigned
mol_1906	train	assigned
mol_1907	train	assigned
mol_1908	train	sampled
mol_1909	train	assigned
mol_1910	train	assigned
mol_1911	train	assigned
mol_1912	train	assigned
mol_1913	train	assigned
mol_1914	train	assigned
mol_1915	train	assigned
mol_1916	train	assigned
mol_1917	test	assigned
mol_1918	train	assigned
mol_1919	train	assigned
mol_1920	train	assigned
mol_1921	val	assigned
mol_1922	train	assigned
mol_1923	train	assigned
mol_1924	train	assigned
mol_1925	train	assigned
mol_1926	val	assigned
mol_1927	train	assigned
mol_1928	train	assigned
mol_1929	train	assigned
mol_1930	val	assigned
mol_1931	test	assigned
mol_1932	val	assigned
mol_1933	val	assigned
mol_1934	val	assigned
mol_1935	test	assigned
mol_1936	train	sampled
mol_1937	val	assigned
mol_1938	train	assigned
mol_1939	train	assigned
mol_1940	train	assigned
mol_1941	train	assigned
mol_1942	train	sampled
mol_1943	train	assigned
mol_1944	test	assigned
mol_1945	train	assigned
mol_1946	train	assigned
mol_1947	train	assigned
mol_1948	train	assigned
mol_1949	train	assigned
mol_1950	train	sampled
mol_1951	train	assigned
mol_1952	train	assigned
mol_1953	train	assigned
mol_1954	train	assigned
mol_1955	train	sampled
mol_1956	train	assigned
mol_1957	train	assigned
mol_1958	train	sampled
mol_1959	val	assigned
mol_1960	test	assigned
mol_1961	train	assigned
mol_1962	val	sampled
mol_1963	test	sampled
mol_1964	test	assigned
mol_1965	train	assigned
mol_1966	train	sampled
mol_1967	val	assigned
mol_1968	val	assigned
mol_1969	train	sampled
mol_1970	train	sampled
mol_1971	train	sampled
mol_1972	train	assigned
mol_1973	val	sampled
mol_1974	test	sampled
mol_1975	train	assigned
mol_1976	train	assigned
mol_1977	train	sampled
mol_1978	train	assigned
mol_1979	train	assigned
mol_1980	train	assigned
mol_1981	train	assigned
mol_1982	train	assigned
mol_1983	val	assigned
mol_1984	train	sampled
mol_1985	train	assigned
mol_1986	train	assigned
mol_1987	train	assigned
mol_1988	test	assigned
mol_1989	train	sampled
mol_1990	train	assigned
mol_1991	train	assigned
mol_1992	train	assigned
mol_1993	val	assigned
mol_1994	train	assigned
mol_1995	train	assigned
mol_1996	val	assigned
mol_1997	test	assigned
mol_1998	train	assigned
mol_1999	train	assigned
mol_2000	val	assigned
mol_2001	train	sampled
mol_2002	val	assigned
mol_2003	val	assigned
mol_2004	train	sampled
mol_2005	train	sampled
mol_2006	train	assigned
mol_2007	train	assigned
mol_2008	train	assigned
mol_2009	train	assigned
mol_2010	train	assigned
mol_2011	train	assigned
mol_2012	val	assigned
mol_2013	test	sampled
mol_2014	train	assigned
mol_2015	train	sampled
mol_2016	val	sampled
mol_2017	val	assigned
mol_2018	train	sampled
mol_2019	train	assigned
mol_2020	val	assigned
mol_2021	train	assigned
mol_2022	test	assigned
mol_2023	val	assigned
mol_2024	train	assigned
mol_2025	train	assigned
mol_2026	train	sampled
mol_2027	train	assigned
mol_2028	val	assigned
mol_2029	val	sampled
mol_2030	val	assigned
mol_2031	train	assigned
mol_2032	test	sampled
mol_2033	val	assigned
mol_2034	test	assigned
mol_2035	val	assigned
mol_2036	train	assigned
mol_2037	test	assigned
mol_2038	train	assigned
